English,Hindi
restrictive convent,"नि‍र्बंधनात्मक , प्रति‍बंधात्मक प्रसंवि‍दा"
restrictive credit policy,"नि‍र्बंधि‍त, प्रति‍बंधात्मक ऋण नीति"
restrictive endorsement,"नि‍र्बंधनात्मक , प्रति‍बंधात्मक बेचान , पृष्ठांकन"
restrictive trade practices,"नि‍र्बंधनात्मक , प्रति‍बंधात्मक व्यापार प्रथाएं"
restructuring of loans,ऋण पुनर्रचना
resultant products,परि‍णामी उत्पाद
resulting balance,परि‍णामी शेष
resumption,पुनरारंभ
resumption of duty,ड्यूटी को  फि‍र से  संभालना
resurgence of inflation,मुद्रास्फीति‍ का फि‍र से उभरना
retail banking,खुदरा बैंकिंग
retail loan,"खुदरा , रि‍टेल ऋण"
retail outlet,खुदरा दुकान
retail price,खुदरा कीमत
retailer,खुदरा व्यापारी
retained earnings,प्रति‍धारि‍त उपार्जन
retained income,प्रति‍धारि‍त आय
retained profit,प्रति‍धारि‍त लाभ
retaliate,प्रति‍कारात्मक कार्रवाई करना
retaliatory duty,प्रति‍कारी शुल्क
retarded credit flow,"मंद , धीमा ऋण प्रवाह"
retention money,"प्रति‍धारण राशि, धन"
retention period,प्रति‍धारण अवधि
retention price,प्रति‍धारण कीमत
retire a bill,बि‍ल मोचन (बि‍ल का पूर्ण भुगतान करना)
retired,वि‍मोचि‍त
retired note,संचलन से नि‍काले गए नोट
retirement benefit,सेवानि‍वृत्ति लाभ
retirement liabilities of banks,बैंकों की सेवानि‍वृत्ति देयताएं
retirement of debenture series,"डि‍बेंचर श्रृंखलाओं का अग्र-भुगतान , शोधन"
retiring a bill under discount,"बट्टे पर बि‍ल का समय-पूर्व , अग्र भुगतान"
retrocession,पुनर्बीमा
retrogressive population,ह्रासमान जनसंख्या
retrospective effect,"भूतलक्षी प्रभाव,पूर्वव्यापी प्रभाव"
retrospective operation,पूर्वव्यापी कार्य
retrospectively,भूतलक्षी प्रभाव से
return,वि‍वरणी
return of income,आय वि‍वरणी
return on assets,"आस्ति‍यों, परि‍संपत्ति‍यों पर प्रति‍लाभ"
return on capital,पूंजी पर प्रति‍लाभ
return on investment,नि‍वेश पर प्रति‍लाभ
return warrants,वापसी वारंट
returned cheque,लौटाया गया चेक
revalidation of bank draft,बैंक ड्राफ्ट का पुनर्वैधीकरण
