English,Hindi
Time deposit (=fixed deposit),मियादी जमा
Time keeping,समय-पालन
Time limit,समय सीमा
Time off,स्वाल्पावकाश
Time overrun,समय लंघन
Timed programme,"नियतकालिक कार्यक्रम, समयबद्‌ध कार्यक्रम"
Time rate ,"कालानुपाती दर, कालानुपाती कार्य"
Time recording machine,समय लेखित्र
Time scale,समय-मान
Time schedule,समय अनुसूची
Time stamp,समय मुहर
Time study equipment,समय-अध्ययन उपस्कर
Time table,समय-सारणी
Timing," समय , समय-निर्धारण, समकालन"
Tips," अग्रिम संकेत , बख्शीश"
Title," शीर्षक , उपाधि खि़ताब,पदवी ,हक़, स्वामित्व"
Title holder,हकदारी
Toilet," शौचालय ,प्रसाधन कक्ष"
Token," सांकेतिक, संकेत , टोकन, प्रतीक"
Token member,प्रतीकात्मक सदस्य
Token pay,सांकेतिक वेतन
Token strike,सांकेतिक हड़ताल
Tone," स्वर,सुर ,लहज़ा"
Tone down,"मंद करना, हलका करना"
Tone up," तेज़ करना ,चुस्त करना,चुस्त बनाना , मजबूत करना"
Tool,"औज़ार,उपकरण"
Tool down strike,औज़ारबंद हड़ताल
Top,"शिखर,शीर्ष,उच्च, परम"
Topic,"प्रकरण,विषय,प्रसंग"
Top level decision,शीर्षस्थ निर्णय
Top management,शीर्ष प्रबंधन
Topmost,सर्वोच्च
Top official,शीर्ष पदाधिकारी
Topography,स्थलाकृति
Top priority,सर्वोच्च प्राथमिकता
Top ranking,शीर्षस्थ
Top secret,परम गुप्त
Torture,"यंत्रणा,यातना"
Total," योग,जोड , कुल"
Total service,कुल सेवा
Tough,"कड़ा,कठोर"
Tour,दौरा
Tour programme,दौरा-कार्यक्रम
Tour report,दौरा-रिपोर्ट
Tout,दलाल
Town ,"नगर,शहर"
Township,नगरी
Trace," अभिवीक्षण करना, खोजना, पता लगाना , सुराग , लेश , अनुरेखण"
Tract,भूभाग
Traction,कर्षण
Trade agreement,व्यापार क़रार
Trade union,श्रमिक संघ
Tradition,परम्परा
Train," रेलगाड़ी, गाड़ी , प्रशिक्षित करना"
Trainee,प्रशिक्षणार्थी
Traineeship,प्रशिक्षणवृत्‍ति
Trainer,प्रशिक्षक
Training,प्रशिक्षण
Training centre,प्रशिक्षण केंद्र
Training college," प्रशिक्षण महाविद्‌यालय , प्रशिक्षण कालेज"
Training division,प्रशिक्षण प्रभाग
Training institute,प्रशिक्षण संस्थान
Training period,प्रशिक्षण काल
Training programme,प्रशिक्षण कार्यक्रम
Training unit,प्रशिक्षण एकक
Trait," लक्षण , विशेषक"
Traitor,"देशद्रोही, गद्‌दार"
Tranquillity,प्रशांति
Transaction," संचालन, व्यवहार ,सौदा,लेन-देन"
Transaction of business," कार्य करना ,कारोबार का संचालन"
Transcription," प्रतिलेखन ,अनुलेखन ,लिप्यंकन"
Transfer," स्थानांतरण, अंतरण, तबादला, बदली , हस्तांतरण"
Transferable goods,अंतरणीय वस्तुएं
Transfer entry,अंतरण प्रविष्‍टि
Transfer fee,"हस्तांतरण शुल्क, अंतरण शुल्क"
Transfer memorandum,स्थानांतरण ज्ञापन
Transfer on deputation,प्रतिनियुक्‍ति पर स्थानांतरण
Transfer order,"स्थानांतरण आदेश,बदली आदेश"
Transformation,रूपांतरण
Transit," संक्रमण ,पारगमन ,पारवहन"
Transit duty,संक्रमण शुल्क
Transitional,संक्रमणकालीन
Transit pass,पारगमन पास
Transit visa,पारगमन वीज़ा
Transit workshop,पारगमन कार्यशाला
