English,Hindi
spica,"स्वस्तिक,स्पाइका"
spicule,कंटिका
spider,लूता
spike,शूक
spikelet,"स्पाइकिका,शूकिका"
spina,कटक
spina angularis,कोण कंटक
spina bifida (rachischis),अयुक्त मेरुदण्ड
spinal (spinalis),"मेरुदण्ड,रीढ़,कटक"
spindle,तकु
spine (spina),"पृष्ठवंश, रीढ़,मेरुदण्ड,कंटक"
spin-freezing,भ्रमि-हिमायन
spinoglenoid,कंटक-अंसगर्त-
spinosum,कटक
spinthariscope,"जगमगदर्शी,प्रस्फुरदर्शी"
spinulose,शूलिकामय
spiracle,"श्वास रंध्र,स्पाइरेकल"
spiral,सर्पिल
spirit,स्पिरिट
spirometer,"श्वसनमापी,स्पाइरोमीटर"
splanchnic,आशयिका
splanchnicectomy (thoracolumbar sympathectomy),आशयानुकम्पी तन्त्रिका उच्छेदन
splanchnium,आशयिक
splanchmology,आशयप्रकरण
splanchnopleure,आद्यआशय स्तर
splanchnoptosis (=visceroptosis),आशय स्रंस
spleen (lien),"तिल्ली,प्लीहा"
splenculus,उपप्लीहा
splenectomy,प्लीहा उच्छेदन
splenial,"स्प्लीनियली,पट्टिका-"
splenic,प्लीहा-
splenitis,प्लीहाशोथ
splenium,"पटिटका,स्प्लीनियम"
splenohepatomegaly,प्लीहायकृत्‌-अतिवृद्धि
splenomegaly,प्लीहा-अतिवृद्धि
splenopexy,प्लीहा-स्थिरण
splenoportogram (splenoportovenogram),प्लीहाप्रतिहारचित्र
splenoportography,प्लीहा-प्रतिहारी शिराचित्रण
splenotomy,प्लीहाछेदन
splenovenoportography,प्लीहाशिराप्रतिहारचित्रण
splint,"स्प्लिन्ट,कुशा"
"splintage, spinal",मेरुदण्ड कुशास्थापन
splinter,अपखंड
splintering,शितखंडन
splinting,"स्थिरीकरण,कुशानुप्रयोग,स्प्लिन्टिंग"
split,"विभक्त,विपाटित"
splitting,"खंडन,विपाटन"
spondylalgia,मेरुदण्डार्ति
spondylitis,"कशेरुकासन्धिशोथ,स्पॉन्डिलाइटिस"
spondylolisthesis,कशेरुकाग्रसर्पण
spondylosis,"कशेरुकासन्धिग्रह,अपकशेरुता"
spondylesyndesis,कशेरुकासन्धिसंयुक्ति
sponge,स्पंज
sponging,"स्पंज करना,प्रोंछन,स्पोजिंग"
spongioplasm,स्पंजीद्रव्य
spontaneous,स्वतः
spoon,चम्मच
sporadic," विकीर्ण , कदाचनिक"
spore,"स्पोर,बीजाणु"
sporicidal,"स्पोरनाशी,बीजाणुनाशी"
sporocyst,"बीजाणुपुटी,स्पोरोसिस्ट"
sporontocide,स्पोरजकनाशी
sporophyll,बीजाणुपर्ण
sporotrichosis,"स्पोरोट्राइकम रुग्णता,स्पोरोट्राइकोसिस"
sporulation," बीजाणुजनन , बीजाणु भवन,स्पोरभवन"
spout,तुंड
sprain,मोच
spray,फुहार
spray-drying,फुहार शुष्कन
spring," स्रोत , कमानी"
sprout,अंकुर
sprue (=sprue cone),विद्र शंकु
sputum,"थूक,कफ,स्पूटम"
squalar,"धूसरित,मलिन"
squama,"शल्क,पट्टक,स्क्वेमा"
sqamosal,पट्टक-
squamous (squamosa),पट्टकी
squill,"स्विंवल,जंगली प्याज"
S.S.D. (source skin distance),स्रोत त्वक्‌ दूरी
stab,"वेधन,वेध"
staff," स्टाफ , खातिकायुक्त-शलाक"
stage,अवस्था
staggered,विखरित
stalagmometer,"बिन्दुमापी,स्टेलेग्मोमीटर"
stalk,वृन्त
stamen,पुंकेसर
stammering,हकलाना
standardization,"मानकीकरण,मांनकन"
standstill,विराम
stapedius,"स्टेपीडिअस,रकाबिका"
stapes,"स्टेपीस,रकाब"
staphyloma,"अजका,स्टैफीलोमा"
saphyloptosis,काकलज दीर्घीभवन
staphylorrhaphy (palatorrhaphy),तालुसीवनी
star-shaped,ताराकृति
starch,"स्टार्च,मंड"
start,चोंक
stasis,"स्थिरता, स्थेतिकता"
statim sumendum (S.s.),तुरन्त लो (तु. लो.)
static,स्थेतिक स्थिर
statistics,सांख्यिकी
statoconia (=otolit),कर्णबालुका
stato-kinetic,स्थिति-गतिक
stater,"स्थिरक,स्टेटर"
steam,वाष्प
steatomatosis,त्वक्‌ संपुंटामयता
steatopygea," नितम्बमेदुरता , नितम्बोनयन"
steatorrhoea,वसापुरीय
steatosis,वसीय व्यपजनन
stem,"तना,स्तम्भ,कांड"
stenocephaly,संकीर्णकपालीयता
stenocrotaphy,संकीर्ण शंखीयता
stenomeric,संपीडित ऊर्विका
stenophagous,विशिष्ट आहारी
stenosis,"स्टेनोसिस,संकीर्णता"
steroraceous,पुरीष
sterocoral,मलजात
sterilant,निर्जीवाणुकर
sterile," निर्जीवाणुक,विसंक्रमित , बन्धय"
sterility," बंध्यता , निर्जीवाणुकता"
sterilization," विसंक्रमण,निर्जीवाणुकरण , बंध्यीकरण"
sterilizer,"विसंक्रमित्र,निर्जीवाणुकरण यंत्र स्टरलाइजर"
sternal (sterni),उरोरिथि-
sternebrae,उरोर्थि खंड
sterno,वक्ष में
sternoclavicular,उरोसिथ जत्रुक-
sternocostal,उरःपर्शुका-
sternomastoid,उरःकर्णमूल
sternum,"उरोस्थि,स्टरनम"
sternutamentum,नस्य
sternutater,छिक्काजनक
sternutation,"छींक,छिक्का"
stick,"शलाका,सलाई"
sticking," चिपकना,श्लेषण , चिपकाना"
stigma," लांछन , वर्तिकाग्र"
sStgmaltos1s,त्वग्त्रणता
stilette (=stylet),"अंतःशलाका,स्टिलेट"
