WID,English,Hindi,
10646,"velocity of currency circulation","मुद्रा संचलन वेग",
10647,"velocity of money","मुद्रा का वेग",
10648,"velocity ratio","वेग अनुपात",
10649,"vendee","क्रेता",
10650,"vendor","वि‍क्रेता",
10651,"venture capital","जोखि‍म पूंजी",
10652,"verbatim","शब्दश:",
10653,"verification of account","लेखा सत्यापन",
10654,"verification of cash balance","रोकड़ शेष का सत्यापन",
10655,"Verification of testimony","परि‍साक्ष्य सत्यापन",
10656,"vertical merger","ऊर्ध्वाधर , वि‍षमस्तरीय वि‍लय",
10657,"vertical mobility","ऊर्ध्वाधर , वि‍षमस्तरीय गति‍शीलता",
10658,"vessel","जलयान",
10659,"vested","नि‍हि‍त",
10660,"vesting deed","नि‍हि‍त करनेवाला वि‍लेख",
10661,"viability","अर्थक्षमता, व्यवहार्यता",
10662,"viability of project","परि‍योजना की आर्थि‍क दृष्टि से व्यवहार्यता, अर्थक्षमता",
10663,"viability study","अर्थक्षमता, व्यवहार्यता अध्ययन",
10664,"viable","व्यवहार्य",
10665,"viable proposition","व्यवहार्य, अर्थक्षम प्रस्ताव",
10666,"viable schemes","अर्थक्षम  , स्वयंसमर्थ, व्यवहार्य योजनाएं",
10667,"viable sick unit","अर्थक्षम रुग्ण इकाई",
10668,"vibrant market","स्फूर्त, स्पंदनशील बाजार",
10669,"vicarious liability","प्रति‍स्थानि‍क दायि‍त्व",
10670,"vice of the goods","माल की खराबी",
10671,"vicious circle","दुश्चक्र",
10672,"vigilance","सतर्कता",
10673,"village and cottage industries","ग्राम और कुटीर उद्योग",
10674,"virtual banking","आभासी बैंकिंग",
10675,"virtuous circle","सुचक्र",
10676,"vishing","वि‍शिंग",
10677,"visible","दृश्य मदें, वस्तुएं",
10678,"visible exports","दृश्य नि‍र्यात वस्तुएं",
10679,"visible imports","दृश्य आयात वस्तुएं",
10680,"vision","परि‍दृष्टि",
10681,"vital service","अत्यावश्यक सेवा",
10682,"vitals of the bullion trade","सोने-चांदी के व्यापार के महत्वपूर्ण केंद्र",
10683,"void agreement","शून्य, अमान्य करार",
10684,"void contract","शून्य, अमान्य संवि‍दा, ठेका",
10685,"void transaction","अमान्य लेनदेन",
10686,"voidable agreement","अमान्यकरणीय , शून्यकरणीय करार",
10687,"volatile demand","अस्थि‍र मांग",
10688,"volatile scrips,shares","अस्थि‍र भाववाले, भावों में उतार-चढ़ाव वाले शेयर",
10689,"voluntary arbitration","स्वैच्छि‍क वि‍वाचन, पंच-नि‍र्णय",
10690,"voluntary award","स्वैच्छि‍क पंचाट",
10691,"voluntary conveyance","स्वैच्छि‍क हस्तांतरण",
10692,"voluntary disclosure scheme","स्वैच्छि‍क प्रकटीकरण योजना",
10693,"voluntary grading","स्वैच्छि‍क श्रेणीकरण",
10694,"voluntary liquidation","स्वैच्छि‍क परि‍समापन",
10695,"voluntary saving","स्वैच्छि‍क बचत",
10696,"voluntary settlement","स्वैच्छि‍क नि‍पटारा",
10697,"voluntary turnover","स्वैच्छि‍क टर्नओवर, आवर्त, कुल कारोबार , पण्यावर्त",
10698,"vostro account","उनका खाता",
10699,"vote on account","लेखा अनुदान",
10700,"voted expenditure","दत्तमत व्यय",
10701,"voting share","मताधि‍कारी शेयर",
10702,"voucher","वाउचर",
10703,"voyage account","समुद्र यात्रा खाता",
10704,"v-shaped recovery","शीघ्र रि‍कवरी",
10705,"vulture funds (private equity funds)","गि‍द्धदृष्टि नि‍धि (लाभ कमाने के लि‍ए बीमार कंपनि‍यों के क्रय-वि‍क्रय हेतु नि‍धि) (नि‍जी इक्वि‍टी नि‍धि)",
10706,"wad","नोटों की गड्डी",
10707,"wage","मजदूरी, वेतन",
10708,"wage brackets","मजदूरी श्रेणि‍यां, वर्ग",
10709,"wage earner","श्रमजीवी",
10710,"wage freeze","मजदूरी वृद्धि‍रोध",
10711,"wage goods","उपभोक्ता वस्तुएं",
10712,"wage induced inflation","मजदूरी प्रेरि‍त मुद्रास्फीति",
10713,"wage price profit spiral","मजदूरी कीमत लाभ-चक्र",
